id,title,url,filename,item_code,base_code,item_code_family,category,section,language,topics,year,bytes,size_human,last_modified,source_page,source_title,source_count,host,status
2040,Box 459 - « Les enfants du désordre » : La naissance des Traditions des AA,https://www.aa.org/sites/default/files/newsletters/fr_box459_spring11.pdf,fr_box459_spring11.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Twelve Traditions; Newsletter,,1721547,1.6 MB,2021-07-19,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2041,Box 459 - ¿Cómo Acoge su Grupo a los Invitados?,https://www.aa.org/sites/default/files/newsletters/sp_box459_april-may78.pdf,sp_box459_april-may78.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,986063,963.0 KB,2021-07-15,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2042,Box 459 - ¿Cómo superan los grupos las tristezas de la mudanza?,https://www.aa.org/sites/default/files/newsletters/sp_box459_oct-nov93.pdf,sp_box459_oct-nov93.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,2068086,2.0 MB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2043,Box 459 - ¿Encontramos a los Principiantes 'Dónde Ellos Están'?,https://www.aa.org/sites/default/files/newsletters/sp_box459_feb-mar83.pdf,sp_box459_feb-mar83.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,966631,944.0 KB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2044,Box 459 - ¿Ha pensado recientemente en el anonimato?,https://www.aa.org/sites/default/files/newsletters/sp_box459_aug-sept88.pdf,sp_box459_aug-sept88.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,2199352,2.1 MB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2045,Box 459 - ¿Hacemos la limpieza después de las reuniones?,https://www.aa.org/sites/default/files/newsletters/sp_box459_feb-mar01.pdf,sp_box459_feb-mar01.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,3122198,3.0 MB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2046,Box 459 - ¿Por qué le Gusta a Tantos A.A. la Información Pública?,https://www.aa.org/sites/default/files/newsletters/sp_box459_feb-mar79.pdf,sp_box459_feb-mar79.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter; Form / Application,,1113162,1.1 MB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2047,Box 459 - ¿Qué es 'una Conciencia de Grupo Bien Informada'?,https://www.aa.org/sites/default/files/newsletters/sp_box459_oct-nov83.pdf,sp_box459_oct-nov83.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter; Form / Application,,947484,925.3 KB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2048,Box 459 - ¿Se ha mirado su grupo en el espejo recientemente?,https://www.aa.org/sites/default/files/newsletters/sp_box459_april-may08.pdf,sp_box459_april-may08.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,309620,302.4 KB,2021-07-15,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2049,Box 459 - ¿Tiene su grupo un coordinador de literatura?,https://www.aa.org/sites/default/files/newsletters/sp_box459_fall13.pdf,sp_box459_fall13.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,234852,229.3 KB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2050,Box 459 - Édition de Noel 1967,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday67.pdf,fr_box459_holiday67.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1967,693422,677.2 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2051,Box 459 - Édition des Fêtes 1980,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday80.pdf,fr_box459_holiday80.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1980,1936809,1.8 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2052,Box 459 - Édition des Fêtes 1981,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday81.pdf,fr_box459_holiday81.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1981,1108462,1.1 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2053,Box 459 - Édition des Fêtes 1982,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday82.pdf,fr_box459_holiday82.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1982,2047356,2.0 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2054,Box 459 - Édition des Fêtes 1983,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday83.pdf,fr_box459_holiday83.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1983,1804375,1.7 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2055,Box 459 - Édition des Fêtes 1983,https://www.aa.org/sites/default/files/newsletters/sp_box459_holiday83.pdf,sp_box459_holiday83.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,1983,987421,964.3 KB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2056,Box 459 - Édition des Fêtes 1984,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday84.pdf,fr_box459_holiday84.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1984,1939145,1.8 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2057,Box 459 - Édition des Fêtes 1985,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday85.pdf,fr_box459_holiday85.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1985,2829022,2.7 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2058,Box 459 - Édition des Fêtes 1986,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday86.pdf,fr_box459_holiday86.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1986,3113576,3.0 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2059,Box 459 - Édition des Fêtes 1987,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday87.pdf,fr_box459_holiday87.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1987,3139683,3.0 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2060,Box 459 - Édition des fêtes 1989,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday89.pdf,fr_box459_holiday89.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1989,3122717,3.0 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2061,Box 459 - Édition des Fêtes 1990,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday90.pdf,fr_box459_holiday90.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1990,3286096,3.1 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2062,Box 459 - Édition des Fêtes 1991,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday91.pdf,fr_box459_holiday91.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1991,2941198,2.8 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2063,Box 459 - Édition des Fêtes 1992,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday92.pdf,fr_box459_holiday92.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1992,3249569,3.1 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2064,Box 459 - Édition des Fêtes 1993,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday93.pdf,fr_box459_holiday93.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1993,3257905,3.1 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2065,Box 459 - Édition des Fêtes 1994,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday94.pdf,fr_box459_holiday94.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1994,3102827,3.0 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2066,Box 459 - Édition des Fêtes 1995,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday95.pdf,fr_box459_holiday95.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1995,3064056,2.9 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2067,Box 459 - Édition des Fêtes 1996,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday96.pdf,fr_box459_holiday96.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1996,1375855,1.3 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2068,Box 459 - Édition des Fêtes 1997,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday97.pdf,fr_box459_holiday97.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1997,1327233,1.3 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2069,Box 459 - Édition des Fêtes 1998,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday98.pdf,fr_box459_holiday98.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1998,1295016,1.2 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2070,Box 459 - Édition des fêtes 1999,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday99.pdf,fr_box459_holiday99.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,1999,1192881,1.1 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2071,Box 459 - Édition Des Fêtes 2000,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday00.pdf,fr_box459_holiday00.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2000,1336474,1.3 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2072,Box 459 - Édition Des Fêtes 2001,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday01.pdf,fr_box459_holiday01.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2001,415617,405.9 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2073,Box 459 - Édition Des Fêtes 2002,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday02.pdf,fr_box459_holiday02.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2002,374793,366.0 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2074,Box 459 - Édition Des Fêtes 2003,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday03.pdf,fr_box459_holiday03.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2003,317941,310.5 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2075,Box 459 - Édition Des Fêtes 2004,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday04.pdf,fr_box459_holiday04.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2004,520964,508.8 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2076,Box 459 - Édition Des Fêtes 2005,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday05-06.pdf,fr_box459_holiday05-06.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2005,1271624,1.2 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2077,Box 459 - Édition Des Fêtes 2006,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday06.pdf,fr_box459_holiday06.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2006,822674,803.4 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2078,Box 459 - Édition Des Fêtes 2007,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday07.pdf,fr_box459_holiday07.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2007,459824,449.0 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2079,Box 459 - Édition Des Fêtes 2008,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday08.pdf,fr_box459_holiday08.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2008,391037,381.9 KB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2080,Box 459 - Édition des Fêtes 2012,https://www.aa.org/sites/default/files/newsletters/fr_box459_holiday12.pdf,fr_box459_holiday12.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2012,2403679,2.3 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2081,Box 459 - Été 2014 - La 64e Conférence des Services généraux,https://www.aa.org/sites/default/files/newsletters/fr_box459_summer14.pdf,fr_box459_summer14.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2014,958101,935.6 KB,2021-07-19,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2082,Box 459 - Être jeunes et abstinents,https://www.aa.org/sites/default/files/newsletters/fr_box459_fall18.pdf,fr_box459_fall18.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,1801942,1.7 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2083,Box 459 - ‘Los hijos del caos’: El nacimiento de las Tradiciones de A.A.,https://www.aa.org/sites/default/files/newsletters/sp_box459_spring11_0.pdf,sp_box459_spring11_0.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,1707137,1.6 MB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2084,"Box 459 - “I Am Responsible” Over 44,000 A.A.s Celebrate Sobriety",https://www.aa.org/sites/default/files/newsletters/en_box459_aug-sept05.pdf,en_box459_aug-sept05.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter; Sobriety,,822928,803.6 KB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2085,Box 459 - “Lo mejor de A.A.:” Nuevos enfoques sobre la Séptima Tradición,https://www.aa.org/sites/default/files/newsletters/sp_box459_fall20.pdf,sp_box459_fall20.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,996889,973.5 KB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2086,Box 459 - “One Who Cannot Stop Drinking”,https://www.aa.org/sites/default/files/newsletters/en_box459_summer_2018.pdf,en_box459_summer_2018.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2018,400035,390.7 KB,2021-07-14,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2087,Box 459 - “Una persona que no puede dejar de beber”,https://www.aa.org/sites/default/files/newsletters/sp_box459_summer_2018_0.pdf,sp_box459_summer_2018_0.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,2018,457660,446.9 KB,2021-07-19,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2088,"Box 459 - “Yo soy responsable” Más de 44,000 A.A. celebran la sobriedad",https://www.aa.org/sites/default/files/newsletters/sp_box459_aug-sept05.pdf,sp_box459_aug-sept05.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter,,214585,209.6 KB,2021-07-16,https://www.aa.org/es/box-459,Box 459,1,www.aa.org,ok
2089,Box 459 - ‹‹ Transmet tons-le au 21e siècle ›› pour célébrer 65 ans de liberté,https://www.aa.org/sites/default/files/newsletters/fr_box459_aug-sept00.pdf,fr_box459_aug-sept00.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter,,3745715,3.6 MB,2021-07-20,https://www.aa.org/fr/box-459,Box 459,1,www.aa.org,ok
2090,Box 459 – Summer 2026,https://www.aa.org/sites/default/files/newsletters/F-36_summer2026.pdf,F-36_summer2026.pdf,F-36,F-36,"Forms, Catalogs & Order Blanks",Newsletter: Box 4-5-9,Newsletters,English,Newsletter,2026,2652483,2.5 MB,2026-08-18,https://www.aa.org/box-459,Box 459,2,www.aa.org,ok
2091,Box 459 – The ICOAA Seminar: Communicating a Shared Purpose,https://www.aa.org/sites/default/files/newsletters/en_box459_holiday20.pdf,en_box459_holiday20.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter,,1252444,1.2 MB,2021-07-15,https://www.aa.org/box-459,Box 459,1,www.aa.org,ok
2092,Cette édition,https://www.aa.org/sites/default/files/newsletters/FF-36_summer2026.pdf,FF-36_summer2026.pdf,FF-36,F-36,"Forms, Catalogs & Order Blanks",Newsletter: Box 4-5-9,Newsletters,French,Newsletter,2026,2108581,2.0 MB,2026-08-18,https://www.aa.org/fr/box-459,Box 459,2,www.aa.org,ok
2093,Lea el artículo,https://www.aa.org/sites/default/files/literature/sp_box459_fall19_p1-2.pdf,sp_box459_fall19_p1-2.pdf,P-1,P-1,Pamphlets & Booklets,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter; Workbook / Kit,,197405,192.8 KB,2021-08-05,https://www.aa.org/es/meeting-guide-app,Meeting Guide,1,www.aa.org,ok
2094,Meeting Guide dans le Box 4-5-9,https://www.aa.org/sites/default/files/literature/fr_box459_fall19_p1-2.pdf,fr_box459_fall19_p1-2.pdf,P-1,P-1,Pamphlets & Booklets,Newsletter: Box 4-5-9,Newsletters,French,Newsletter; Workbook / Kit,,197436,192.8 KB,2021-08-05,https://www.aa.org/fr/meeting-guide-app,Meeting Guide,1,www.aa.org,ok
2095,Meeting Guide in Box 4-5-9,https://www.aa.org/sites/default/files/literature/en_box459_fall19_p1-2.pdf,en_box459_fall19_p1-2.pdf,P-1,P-1,Pamphlets & Booklets,Newsletter: Box 4-5-9,Newsletters,English,Newsletter; Workbook / Kit,,194124,189.6 KB,2021-08-05,https://aa.org/meeting-guide-app,Meeting Guide,2,www.aa.org,ok
2096,Rappel - Poste d’administrateur de Classe A,https://www.aa.org/sites/default/files/literature/FR-2027%20Class%20A%20Announcement_Box%20459_what%27s%20New_GV.pdf,FR-2027%20Class%20A%20Announcement_Box%20459_what%27s%20New_GV.pdf,,,,Newsletter: Box 4-5-9,Newsletters,French,Newsletter; Flyer / Poster,2027,128896,125.9 KB,2026-08-07,https://www.aa.org/fr/news-and-announcements,Quoi de neuf,1,www.aa.org,ok
2097,Recordatorio - Oportunidad de servicio como custodio o custodia clase A,https://www.aa.org/sites/default/files/literature/SP-2027%20Class%20A%20Announcement_Box%20459_what%27s%20New_GV.pdf,SP-2027%20Class%20A%20Announcement_Box%20459_what%27s%20New_GV.pdf,,,,Newsletter: Box 4-5-9,Newsletters,Spanish,Newsletter; Flyer / Poster,2027,155848,152.2 KB,2026-08-07,https://www.aa.org/es/news-and-announcements,Novedades en aa.org,1,www.aa.org,ok
2098,Reminder - Class A (nonalcoholic) trustee Service Opportunity,https://www.aa.org/sites/default/files/literature/EN-2027%20Class%20A%20Announcement_Box%20459_what%27s%20New_GV.pdf,EN-2027%20Class%20A%20Announcement_Box%20459_what%27s%20New_GV.pdf,,,,Newsletter: Box 4-5-9,Newsletters,English,Newsletter; Flyer / Poster,2027,111352,108.7 KB,2026-08-07,https://www.aa.org/news-and-announcements,What's New,1,www.aa.org,ok
2099,Archivages,https://www.aa.org/sites/default/files/newsletters/ff-151-markings_summer-2016.pdf,ff-151-markings_summer-2016.pdf,FF-151,F-151,"Forms, Catalogs & Order Blanks",Newsletter: Markings (Archives),Newsletters,French,Newsletter,2016,1888837,1.8 MB,2021-07-12,https://www.aa.org/fr/markings-newsletter,Archivages,1,www.aa.org,ok
2100,Archivages - Bill W. et ses critiques,https://www.aa.org/sites/default/files/newsletters/ff-151-markings_fall-2015.pdf,ff-151-markings_fall-2015.pdf,FF-151,F-151,"Forms, Catalogs & Order Blanks",Newsletter: Markings (Archives),Newsletters,French,Newsletter,2015,1209829,1.2 MB,2021-07-12,https://www.aa.org/fr/markings-newsletter,Archivages,1,www.aa.org,ok
2101,Archivages - Bill W. propose la Réunion mondiale du service,https://www.aa.org/sites/default/files/newsletters/ff-151_markings_spring15.pdf,ff-151_markings_spring15.pdf,FF-151,F-151,"Forms, Catalogs & Order Blanks",Newsletter: Markings (Archives),Newsletters,French,Newsletter,,233180,227.7 KB,2021-07-12,https://www.aa.org/fr/markings-newsletter,Archivages,1,www.aa.org,ok
2102,"Archivages - Dr G. Kirby Collier, M.D.",https://www.aa.org/sites/default/files/newsletters/ff-151-markings_spring-summer-2013.pdf,ff-151-markings_spring-summer-2013.pdf,FF-151,F-151,"Forms, Catalogs & Order Blanks",Newsletter: Markings (Archives),Newsletters,French,Newsletter,2013,1096393,1.0 MB,2021-07-12,https://www.aa.org/fr/markings-newsletter,Archivages,1,www.aa.org,ok
2103,"Archivages - Harry Tiebout, Médecin",https://www.aa.org/sites/default/files/newsletters/ff-151-markings_winter-2014.pdf,ff-151-markings_winter-2014.pdf,FF-151,F-151,"Forms, Catalogs & Order Blanks",Newsletter: Markings (Archives),Newsletters,French,Newsletter,2014,1749880,1.7 MB,2021-07-12,https://www.aa.org/fr/markings-newsletter,Archivages,1,www.aa.org,ok
2104,Archivages - Le Dr Carl Jung et les Alcooliques anonymes,https://www.aa.org/sites/default/files/newsletters/ff-151-markings_winter-2013.pdf,ff-151-markings_winter-2013.pdf,FF-151,F-151,"Forms, Catalogs & Order Blanks",Newsletter: Markings (Archives),Newsletters,French,Newsletter,2013,1056024,1.0 MB,2021-07-12,https://www.aa.org/fr/markings-newsletter,Archivages,1,www.aa.org,ok
